Назва,Адреса,46.4825,30.7233,Пн-пт,08:00–17:00,ЄДРПОУ/Ідент №,Телефони,Unnamed: 8,Unnamed: 9,100 000 ,"Сілосний, напольний",Unnamed: 12,Unnamed: 13,40 км/год,"Заднє, Бокове, гравітаційне, Шнекове, Пневматичне, Ручне",4 м,12 м,40 т,"Самоскид, зерновоз, тентовий",30 км/год,"Верхнє, бокове, Пневматичне, Шнекове, ",3.8 м,11 м,38 т,"Самоскид, зерновоз, тентовий.1",487654,25 км/год,Механічне,60 т,фронт 150 м,"піввагони, зерновози, контейнера",25 км/год.1,Механічне.1,60 т.1,фронт 150 м.1,Хопер,5 км/год,Трубопровід,річкові баржі,5 м,12 м.1,6 м,80 м,4 км/год,Крани,морські судна,7 м,15 м,7 м.1,120 м,Широта,Довгота
"ТОВ ""ДИСТРИБУЦІЙНА КОМПАНІЯ АГРОТЕХ""","20301,Черкаська обл., Уманський р-н., м. Умань, вул. Дерев'янка, 2",,,,,39995206.0,(067)442-82-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7352745,30.1866566
"ТОВ ""Інагро-Драбів""","19810, Черкаська обл., Драбівський р-н, с. Кононівка",,,,,33625143.0,(050)462-94-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1764456,32.1046721
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Городище)","19501, Черкаська обл., м. Городище, вул. Індустріальна, буд. 12",,,,,41161689.0,,(04734)2-04-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2917766,31.4465327
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Хацьки)","19634, Черкаська обл., Черкаський р-н, с. Хацьки, вул. Польова, 4",,,,,41161689.0,,(0472)30-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.236222,31.9052765
"ТОВ ""Рікон-Лайн""","20922, Черкаська обл., Чигиринський р-н, с. Трушівці, вул. Черкаська, 90",,,,,36782866.0,(095)765-31-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.207767,32.4049747
"ТОВ ""РІНЕКАНТ АГРО""","Черкаська обл., Маньківський р-н, смт. Поташ, вул. Українська, 7",,,,,40320049.0,(066)001-33-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9184244,30.3199939
"ТОВ ""УКРЕЛКО""","20753, Черкаська обл., Смілянський р-он., с.Сердюківка, вул. Залізнична 1",,,,,39184446.0,(067)233-34-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.050433,31.8421349
"ТОВ ""Уманське ХПП""","20302, Черкаська обл., м. Умань, вул. Старицького, буд. 1",,,,,39720417.0,(068)962-95-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7297892,30.2071632
"ТОВ ""ХРИСТИНІВСЬКЕ ХПП""","20000, Черкаська обл., Христинівський, м. Христинівка, вул. Ювілейна буд.20",,,,,36299535.0,,(0432)60-27-75 (76),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8129577,29.9878952
"ТОВ ""Шпола-Агро Індустрі""","20615, Черкаська обл., Шполянський, с. Сигнаївка, вул. Гагаріна буд.1",,,,,32267960.0,,(04741)2-68-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0183693,31.4018381
"ТОВ Катеринопільський елеватор (смт Єрки, вул. Леніна буд.47)","20505, Черкаська обл., Катеринопільський, смт Єрки, вул. Леніна буд.47",,,,,32580463.0,(050)330-84-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9938696,30.9966683
"Черкаський КХП, ПрАТ","18018, Черкаська обл., Черкаси, проспект Хіміків буд.7",,,,,00952568.0,,(0472)64-22-66; (0472)66-22-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4122157,32.0393176
"Шеколан, ТОВ","19842, Черкаська обл., Драбівський, с.Драбове-Барятинське, вул. Гоголя буд.15",,,,,34076774.0,,(0472073-59-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9653337,32.1594359
"Шпола-Агро Індустрі, ТОВ (с.Носачів)","20727, Черкаська обл., Смілянський, с. Носачів, вул. Шевченка буд.35",,,,,32267960.0,,(04741)2-68-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1470452,31.7265207
"АМГ Агрохолдинг, ТОВ","60300, Чернівецька обл., Новоселицький, м. Новоселиця, вул. Складська буд.10",,,,,35164253.0,(067)413-42-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2211075,26.2712988
"Віойл-Зерно, ТОВ","59400, Чернівецька обл., Заставнівський р-н., м. Заставна, вул. Бажанського буд.78",,,,,00952700.0,,(03737)2-17-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5287035,25.8502255
"Неполоковецький КХП, ДП","59330, Чернівецька обл., Кіцманський, смт Неполоківці, вул. Магістральна буд.43",,,,,00957152.0,,(03736)2-18-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3955875,25.6490267
"Сварог-Буковина, ТОВ (Васкауцьке підзвітне ХПП)","60221, Чернівецька обл., Сокирянський, ст. Васкауци, вул. Залізнична буд.5",,,,,35125900.0,,(03739)4-11-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4462017,27.1452625
"Сварог-Буковина, ТОВ (Романківське ХПП)","60226, Чернівецька обл., Сокирянський, ст. Романківці, вул. Залізнична буд.8",,,,,35125900.0,,(03739)4-11-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4789732,27.2121767
"Агріатік, ФГ","16666, Чернігівська обл., Ніжинський, с. Станція Лосинівська, вул. Привокзальна буд.14а",,,,,24211813.0,,(04595)7-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8737059,31.9838216
"Агродім СП, ТОВ (с. Бахмач)","16506, Чернігівська обл., Бахмацький, с. Бахмач, вул. Колгоспна буд.41-В, 41-Б, 41-А",,,,,32659577.0,(067)233-16-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1873507,32.8546753
"Агродім СП, ТОВ (с. Тиниця)","16560, Чернігівська обл., Бахмацький, с. Тиниця, вул. Паркова буд.2-А",,,,,32659577.0,,(04635)2-15-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1418626,32.9255682
"Агродмитрівське, ТОВ (філія Бахмацький елеватор)","16500, Чернігівська обл., Бахмацький, м. Бахмач, вул. Петровського буд.56",,,,,03794851.0,(067)460-65-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1788772,32.8309179
"АгроКІМ, ТОВ (м. Прилуки)","17500, Чернігівська обл., м. Прилуки, вул. Дружби Народів буд.46",,,,,32370430.0,(067)468-76-03,(04637)5-00-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5590523,32.3839865
"АгроКІМ, ТОВ (смт. Мала Дівиця)","17523, Чернігівська обл., Прилуцький р-н, смт. Мала Дівиця, вул. Грушевського буд.40",,,,,32370430.0,(067)468-76-04,(04637)5-00-01; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6840398,32.1846199
"Агрофірма Обрій LTD, ТОВ","17200, Чернігівська обл., Талалаївський, смт Талалаївка, вул. Зернова буд.5",,,,,30148071.0,,(04634)2-11-18; (04634)2-12-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8424855,33.1399988
"Батьківщина, СТОВ","17500, Чернігівська обл., Прилуки, вул. Паризької Комуни буд.56",,,,,30875436.0,,(04637)7-25-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.57906759999999,32.3870504
"Бобровицьке ХПП, ПрАТ","17400, Чернігівська обл., Бобровицький, м. Бобровиця, вул. Горького буд.1",,,,,00957040.0,,(04632)2-17-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7438882,31.3859435
"Бобровицьке ХПП, ПрАТ(с. Новий Биків)","17452, Чернігівська обл., Бобровицький, с. Новий Биків, вул. Промислова буд.1",,,,,00957040.0,,(04632)2-17-79; 3-60-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5974053,31.6719572
"Городнянське ХПП, ТОВ","15100, Чернігівська обл., Городнянський, м. Городня, вул. Вокзальна буд.18",,,,,32517983.0,,(04645)2-57-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9096083,31.6398624
"Гутянський елеватор, ТОВ (Линовицька дільниця)","17584, Чернігівська обл., прилуцький р-н., с. Линовиця, вул. Незалежності, 18",,,,,31834605.0,,(04637)6-92-53; (04637)6-92-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.454718,32.3999699
"Державна продовольчо-зернова корпорація України, ПАТ (філія Ічнянське ХПП)","16703, Чернігівська обл., Ічнянський, м. Ічня, вул. Вокзальна буд.140",,,,,37243279.0,,(044)205-15-26; (04633)2-12-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8530479,32.4025457
"Державна продовольчо-зернова корпорація України, ПАТ (філія Менське ХПП)","15600, Чернігівська обл., Менський, м. Мена, вул. Садова буд.5",,,,,37243279.0,,(04644)2-19-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5240113,32.2168443
"Державна продовольчо-зернова корпорація України, ПАТ (філія Хлібна база №83)","17400, Чернігівська обл., Бобровицький, м. Бобровиця, вул. Горького буд.112",,,,,37243279.0,,(044)206-15-09; (04632)2-53-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7438882,31.3859435
"Доч-Хліб, СТОВ","16431, Чернігівська обл., Борзнянський, с. Велика Доч, вул. Привокзальна буд.45",,,,,31479984.0,,(04653)3-40-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3164008,32.5845511
"Елеватор Агро, ТОВ","17580, Чернігівська обл., Прилуцький, с. Івківці, вул. Прилуцька буд.19",,,,,36459905.0,067-461-40-24,(04637)5-33-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.53173169999999,32.4906899
"Земля і воля, ТОВ","17400, Чернігівська обл., Бобровицький, м. Бобровиця, вул. Чернигівська, 56-А, 58-А буд.62-А",,,,,30866306.0,,(04632)2-12-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.738435,31.3778637
"Крок-УкрЗалізБуд, ТОВ","17523, Чернігівська обл., Прилуцький, смт Мала Дівиця, вул. Космонавтів буд.1, 5, вул. Прилуцька 16",,,,,25391763.0,,(04637)6-75-78; (6345)7-77-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6995732,32.2001211
"Млибор, ПрАТ","14026, Чернігівська обл., м. Чернігів, вул. Елеваторна, буд. 1",,,,,14226133.0,,(0462)72-87-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5299656,31.2300851
"Наташа-Агро, ТОВ (Малодівицьке ХПП)","17520, Чернігівська обл., Прилуцький, 135 км автодороги ""Чернігів-Ніжин-Прилуки-Пирятин"", Обичівська сільська рада буд.2",,,,,35052335.0,067-699-52-77,(04632)3-92-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4982,31.28935
"Наташа-Агро, ТОВ (Носівське ХПП)","17100, Чернігівська обл., Носівський, м. Носівка, вул. Київська буд.9",,,,,35052335.0,,(04642)2-56-10; (04642)2-14-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9374317,31.5875247
"Ніжинський жиркомбінат, ПрАТ","16600, Чернігівська обл., Ніжин, вул. Прилуцька буд.2",,,,,00373942.0,,(04631)3-14-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0119033,31.883234
"Ніжинський КХП, ДП (м. Бахмач)","16500, Чернігівська обл., Бахмацький, м. Бахмач, Східна буд.13",,,,,00952634.0,,(04631)3-12-74; (04635)4-40-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1788772,32.8309179
"Ніжинський КХП, ДП (с. Пам'ятне)","16600, Чернігівська обл., Борзнянський, с. Пам'ятне, вул. Щорса буд.39",,,,,00952634.0,,(04631)3-12-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4961547,31.2848886
"Ніжинський КХП, ДП (м. Ніжин, пров. Урожайний буд.16)","16600, Чернігівська обл., м. Ніжин, пров. Урожайний буд.16",,,,,00952634.0,,(04631)3-12-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0194019,31.8863987
"Ніжинський КХП, ДП (Ніжин, вул. Носівський шлях буд.23а)","16600, Чернігівська обл., Ніжин, вул. Носівський шлях буд.23а",,,,,00952634.0,,(04631)3-12-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0377956,31.8880995
"Новгород-Сіверський Елеватор, ТОВ","16000, Чернігівська обл., Новгород-Сіверський, м. Новгород- Сіверський, вул. Вокзальна буд.15",,,,,35289290.0,,(04658)3-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99232620000001,33.2487917
"ОЛСТАС-льон, СТОВ","15300, Чернігівська обл., Корюківський, м. Корюківка, вул. Мічуріна буд.24",,,,,31314574.0,,(0462)6-15-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7621096,32.254454
"ПВКП ""Імпульс""","15200, Чернігівська обл., м. Щорс, вул. 30 років, Перемоги, 37-А/1",,,,,24841336.0,050-959-78-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7965878,31.9612753
"ПВТП ""ДЖІ-ЕН-ЕЛ"" (с. Горбове)","Чернігівська обл., Куликівський р-н., с. Горбове, вул. Садова, 9",,,,,14224080.0,,(04643)2-34-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3688222,31.6591548
"Північхліб, ПП","16300, Чернігівська обл., Куликівський, смт. Куликівка, вул. 8 Березня буд.44",,,,,34654201.0,,(04643)2-15-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3637562,31.6567947
"ПрАТ ""Дмитрівське зернопереробне підприємство""","16572, Чернігівська обл., Бахмацький р-н., смт Дмитрівка, вул. Перемоги буд.1",,,,,32454122.0,,(04635)4-52-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9363319,32.946187
"Прилуцьке ХПП, ТОВ","17500, Чернігівська обл., Прилуки, пров. Залізничний буд.19",,,,,37139103.0,,(04637)3-50-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58127349999999,32.3880897
"ПСП ""ЯНА ПЛЮС""","Чернігівська область, Сновський р-н., с. Камка, провул. Робітничий, 11",,,,,32300997.0,,(04654)2-11-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.871343,31.8136064
"Ресурс Агро, ТОВ","17581, Чернігівська обл., Прилуцький, смт Мала Дівиця, Чернігівська буд.39",,,,,32463760.0,,(04637)6-19-21; 6-19-16; 6-74-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5324239,32.358618
"Семенівське ХПП, ПрАТ","15400, Чернігівська обл., Семенівський, м. Семенівка, вул. Привокзальна буд.14",,,,,00957100.0,,(04659)2-27-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.201905,32.5854494
"СТОВ ""Інтер""","м. Ічня, вул. Бунівка, 166а",,,,,30148677.0,,(04633)2-11-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.83703939999999,32.399015
"СТОВ ""ОЛСТАС-льон""","15600, м. Мена, вул. Гастелло, 3",,,,,31314574.0,,(0462)6-15-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5240113,32.2168443
"ТОВ ""АгроКІМ"" (с. Петрівка)","Чернігівська область, Прилуцький р-н., с. Петрівка, пров. Мокренець О., буд. 8",,,,,32370430.0,,(04637)6-75-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7292001,32.0726991
"ТОВ ""АгроКІМ"" (с.Товкачівка)","Чернігівська область, Прилуцький р-н., с. Товкачівка, вул. Миру, буд. 165",,,,,32370430.0,(067)468-76-05,(04637)5-00-01;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1636977,31.8651895
"ТОВ ""ВВТ ГРЕЙН"" (Прилуки)","17511, Чернігівська обл., Прилуцький р-н., м. Прилуки, вул. Пирятинська, 131",,,,,38884893.0,(067)404-80-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5619136,32.4003674
"ТОВ ""Гутянський елеватор"" (Ніжин)","16600, Чернігівська обл., Ніжинський р-н., м. Ніжин, вул. Носівський шлях, 19А",,,,,31834605.0,(067)397-28-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0377956,31.8880995
"ТОВ ""ІСТ АГРО СЕРВІС""","16500, Чернігівська обл., м. Бахмач, вул. Тиницька, 3",,,,,38402284.0,(067)461-17-20,(06746)1-17-20; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1369513,32.9224205
"ТОВ ""Комбікормник""","16700, Чернігівська обл., Ічнянський р-н, м. Ічня, вул. Залізнична, 36",,,,,14223117.0,(095)289-58-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8579559,32.3974889
